Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,IC50_nM,pIC50,Smiles
CHEMBL3947045,IC50,'=',1050.0,nM,5.98,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1050.0,5.98,Cc1ncoc1COc1ccc(Cl)cc1NC(=O)c1csc2cncnc12
CHEMBL4064168,IC50,'=',140.0,nM,6.85,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,140.0,6.85,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C(C)(C)C)c23)CC1
CHEMBL3973807,IC50,'=',3.5,nM,8.46,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,3.5,8.46,CS(=O)(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CCOCC2)CC1
CHEMBL4097418,IC50,'=',6.0,nM,8.22,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,6.0,8.22,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCCC4)c23)CC1
CHEMBL4068975,IC50,'=',180.0,nM,6.75,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,180.0,6.75,NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NCc1cc(F)ccc1F
CHEMBL4111593,IC50,'=',9.2,nM,8.04,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,9.2,8.04,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)C
CHEMBL4531013,IC50,'=',130.0,nM,6.89,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,130.0,6.89,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCCC(O)CC3)cc2O1
CHEMBL4764582,IC50,'=',5.7,nM,8.24,CHEMBL4678083,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4673322,5.7,8.24,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCN(C)CC3)nc12
CHEMBL3947755,IC50,'=',2.6,nM,8.59,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.6,8.59,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@H](F)C(C)(C)O
CHEMBL3890485,IC50,'=',11.2,nM,7.95,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,11.2,7.95,CC(C)(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COC1
CHEMBL482708,IC50,'=',400.0,nM,6.4,CHEMBL956501,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150395,400.0,6.4,CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1
CHEMBL3980233,IC50,'=',3395.0,nM,5.47,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,3395.0,5.47,CN(CCCO)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL4106665,IC50,'=',1.2,nM,8.92,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.2,8.92,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](C(N)=O)CC1
CHEMBL5270030,IC50,'=',0.6,nM,9.22,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,0.6,9.22,Cc1ncc(-c2nc3c(NC4(C)CC4)nc(Nc4cnn(C5CC6(C5)CN(C)C6)c4)nc3cc2F)cn1
CHEMBL3927810,IC50,'=',1503.0,nM,5.82,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1503.0,5.82,O=C(Nc1cc(Cl)ccc1N1CCCCCC1)c1cnn2cccnc12
CHEMBL3889847,IC50,'=',4647.0,nM,5.33,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,4647.0,5.33,O=C(Nc1cc(Cl)ccc1Oc1ccccc1)c1cnn2cccnc12
CHEMBL4110605,IC50,'=',1.6,nM,8.8,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.6,8.8,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C(N)=O)cnc32)cc1Nc1ccc2ncoc2c1
CHEMBL4447180,IC50,'=',101.0,nM,7.0,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,101.0,7.0,Cn1cc(NC(=O)c2cccc(-c3ccnc(N)c3)n2)c(C(N)=O)n1
CHEMBL4089619,IC50,'=',121.0,nM,6.92,CHEMBL4015944,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4014327,121.0,6.92,CC(C)Oc1cc2c(O[C@@H]3CCCNC3)nccc2cc1C(N)=O
CHEMBL3979957,IC50,'=',91.0,nM,7.04,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,91.0,7.04,CC1CCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)CN1
CHEMBL3940306,IC50,'=',2256.0,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2256.0,5.65,COc1cc(C(N)=O)ccc1NC(=O)c1cnn2cccnc12
CHEMBL4108111,IC50,'=',81.0,nM,7.09,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,81.0,7.09,COCC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1
CHEMBL3890971,IC50,'=',203.0,nM,6.69,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,203.0,6.69,NC(=O)c1cnc2c(C(=O)Nc3cc(Cl)ccc3O[C@H]3CC[C@@H](O)CC3)cnn2c1
CHEMBL4111872,IC50,'=',1.8,nM,8.74,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.8,8.74,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC12CC(C1)C2
CHEMBL3940416,IC50,'=',7.5,nM,8.12,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,7.5,8.12,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCNC1
CHEMBL4113432,IC50,'=',2.6,nM,8.59,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.6,8.59,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1ccc2ncsc2c1
CHEMBL5084495,IC50,'=',25.0,nM,7.6,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,25.0,7.6,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(N4CCOCC4)nc3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2
CHEMBL4466893,IC50,'=',261.0,nM,6.58,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,261.0,6.58,CN1CCCC(CNC(=O)c2nn(C)cc2NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)C1
CHEMBL485323,IC50,'=',3000.0,nM,5.52,CHEMBL956501,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150395,3000.0,5.52,CNC(=O)CN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1
CHEMBL4112231,IC50,'=',15.3,nM,7.82,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,15.3,7.82,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(F)F
CHEMBL4110192,IC50,'=',8.8,nM,8.06,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,8.8,8.06,CN1CCC2(CCN(c3nc(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)C1=O
CHEMBL3964745,IC50,'=',10.0,nM,8.0,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,10.0,8.0,CC(C)Nc1cc(-n2ccc3cc(C#N)ccc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1
CHEMBL5183959,IC50,'=',3.0,nM,8.52,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,3.0,8.52,Cc1n[nH]c2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c12
CHEMBL3931304,IC50,'=',5327.0,nM,5.27,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,5327.0,5.27,O=c1[nH]c(NC2CCC2)nc(NC[C@H](O)CO)c1-c1nc2ccccc2s1
CHEMBL403358,IC50,'=',5.0,nM,8.3,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,5.0,8.3,NC(=O)c1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1
CHEMBL3590490,IC50,'=',13.0,nM,7.89,CHEMBL3592269,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3588771,13.0,7.89,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(C(F)F)n1
CHEMBL3931877,IC50,'=',2849.0,nM,5.54,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2849.0,5.54,O=C(Nc1cccc(NCCCO)c1N1CCCCC1)c1cnn2cccnc12
CHEMBL3586496,IC50,'=',180.0,nM,6.75,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,180.0,6.75,CC(=O)N1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C)cc3)n2)CC1
CHEMBL4225923,IC50,'=',380.0,nM,6.42,CHEMBL4222504,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4219148,380.0,6.42,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1
CHEMBL4115147,IC50,'=',71.0,nM,7.15,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,71.0,7.15,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3953542,IC50,'=',107.0,nM,6.97,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,107.0,6.97,NC(=O)c1cnc2c(C(=O)Nc3cc(Cl)ccc3OC3CCC(O)CC3)cnn2c1
CHEMBL255873,IC50,'=',4.0,nM,8.4,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,4.0,8.4,N#Cc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1
CHEMBL4107169,IC50,'=',3.1,nM,8.51,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,3.1,8.51,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1NC1CC1
CHEMBL4108289,IC50,'=',82.0,nM,7.09,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,82.0,7.09,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2cccn2)n1
CHEMBL5187604,IC50,'=',3.0,nM,8.52,CHEMBL5122777,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5120828,3.0,8.52,CN1C[C@@H]2C[C@H]1C[C@@H]2n1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(C)ccc3n2)cn1
CHEMBL3945929,IC50,'=',506.0,nM,6.3,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,506.0,6.3,O=C(Nc1cc(Cl)ccc1OCCC(O)CO)c1cnn2cccnc12
CHEMBL208709,IC50,'=',1000.0,nM,6.0,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,1000.0,6.0,CCOC(=O)CCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL4741772,IC50,'=',170.0,nM,6.77,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,170.0,6.77,CN1CCC(c2nnc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)o2)CC1
CHEMBL3958341,IC50,'=',10.0,nM,8.0,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,10.0,8.0,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(C(=O)C2CN(S(C)(=O)=O)C2)CC1
CHEMBL5184305,IC50,'=',23.0,nM,7.64,CHEMBL5122777,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5120828,23.0,7.64,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccn(CC#N)c(=O)c34)CC2)CC1
CHEMBL5091019,IC50,'=',14.0,nM,7.85,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,14.0,7.85,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCOCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2
CHEMBL3950976,IC50,'=',2221.0,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2221.0,5.65,O=C(Nc1cc(Cl)ccc1Oc1ccc(O)cc1)c1cnn2cccnc12
CHEMBL4111300,IC50,'=',280.0,nM,6.55,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,280.0,6.55,CC1CCCCN1c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL208116,IC50,'=',4500.0,nM,5.35,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,4500.0,5.35,O=C(Nc1nc2cc(F)ccc2[nH]1)c1cccc([N+](=O)[O-])c1
CHEMBL4073250,IC50,'=',23.9,nM,7.62,CHEMBL4015944,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4014327,23.9,7.62,CCOc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O
CHEMBL4109693,IC50,'=',2.9,nM,8.54,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.9,8.54,CCn1cc(Nc2cc(-n3cnc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1
CHEMBL4109694,IC50,'=',16.6,nM,7.78,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,16.6,7.78,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCOC(F)F
CHEMBL4109005,IC50,'=',2.8,nM,8.55,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.8,8.55,C[C@@H](Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)C1CC1
CHEMBL3898529,IC50,'=',255.0,nM,6.59,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,255.0,6.59,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4106466,IC50,'=',851.0,nM,6.07,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,851.0,6.07,CN1CCC2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4ccc5ccccc5n4)c(=O)[nH]3)C2C1
CHEMBL3892422,IC50,'=',812.8,nM,6.09,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,812.8,6.09,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1ccc2cn[nH]c2c1
CHEMBL4110300,IC50,'=',1.8,nM,8.74,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.8,8.74,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1ccc2nn[nH]c2c1
CHEMBL3590479,IC50,'=',0.2,nM,9.7,CHEMBL3637446,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3632465,0.2,9.7,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C(F)F)n1
CHEMBL3978235,IC50,'=',4302.0,nM,5.37,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,4302.0,5.37,COc1ccc(F)cc1NC(=O)c1cnn2ccccc12
CHEMBL4107087,IC50,'=',1.8,nM,8.74,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.8,8.74,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(C2COC2)c1
CHEMBL3903828,IC50,'=',6.2,nM,8.21,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,6.2,8.21,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)[C@H](C)O)CC1
CHEMBL4109952,IC50,'=',2.4,nM,8.62,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.4,8.62,CC(C)(F)Cn1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1
CHEMBL4102532,IC50,'=',40.0,nM,7.4,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,40.0,7.4,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CC[C@H](O)CC1
CHEMBL257127,IC50,'=',350.0,nM,6.46,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,350.0,6.46,COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1csc(-c2cccnc2)n1
CHEMBL3601073,IC50,'=',12.0,nM,7.92,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,12.0,7.92,OC[C@H]1C[C@@H](Nc2nc(Nc3cncnc3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O
CHEMBL3894173,IC50,'=',6.5,nM,8.19,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,6.5,8.19,CCCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H](C)CO
CHEMBL4109217,IC50,'=',2.3,nM,8.64,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.3,8.64,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCC(F)(F)F
CHEMBL4111375,IC50,'=',10.3,nM,7.99,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,10.3,7.99,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1COC1
CHEMBL4107379,IC50,'=',11.0,nM,7.96,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,11.0,7.96,O=c1[nH]c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4060699,IC50,'=',35.0,nM,7.46,CHEMBL4022135,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4020773,35.0,7.46,N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCC4)CC3)c2c1
CHEMBL4111587,IC50,'=',1.6,nM,8.8,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.6,8.8,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CC1
CHEMBL3929293,IC50,'=',12.0,nM,7.92,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,12.0,7.92,O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1csc2cncnc12
CHEMBL210366,IC50,'=',2000.0,nM,5.7,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,2000.0,5.7,CCOCCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL4107677,IC50,'=',4.8,nM,8.32,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.8,8.32,CC(C)c1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)[nH]n1
CHEMBL378693,IC50,'=',3000.0,nM,5.52,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,3000.0,5.52,CCN(CC)CCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL3939338,IC50,'=',254.0,nM,6.59,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,254.0,6.59,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3N3CCC(CN)CC3)cnn2c1
CHEMBL4115026,IC50,'=',45.0,nM,7.35,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,45.0,7.35,O=c1[nH]c(N2CCC(c3cccc(F)n3)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1
CHEMBL4467632,IC50,'=',683.0,nM,6.17,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,683.0,6.17,Cn1cc(NC(=O)c2cccc(-c3cnccc3Cl)n2)c(C(N)=O)n1
CHEMBL5178272,IC50,'=',5.0,nM,8.3,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,5.0,8.3,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3ccccc23)[C@H]2C=C[C@@H]1C2
CHEMBL4115151,IC50,'=',1.6,nM,8.8,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.6,8.8,CC(C)Nc1cc(-n2ccc3cc(F)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
